volcano_number,volcano_name,eruption_number,event_number,event_type
358020,Calbuco,12252,118322,Bombs
358020,Calbuco,12252,118323,Lava flow(s)
358020,Calbuco,12252,118324,Property damage
358020,Calbuco,12252,118325,Lahar or mudflow
358020,Calbuco,12253,118327,Explosion
358020,Calbuco,12253,118328,Tephra
358020,Calbuco,12253,118329,Lahar or mudflow
358020,Calbuco,12254,118330,Explosion
358020,Calbuco,12254,118331,Phreatomagmatic eruption
358020,Calbuco,12255,118332,Explosion
358020,Calbuco,12255,118333,Phreatomagmatic eruption
358020,Calbuco,12256,118334,Explosion
358020,Calbuco,12256,118335,Phreatomagmatic eruption
358020,Calbuco,12257,118336,Explosion
358030,Huequi,12264,118338,Explosion
358030,Huequi,12264,118339,Ash
358030,Huequi,12264,118340,Crater formation
358030,Huequi,12264,118341,Pumice
358030,Huequi,12264,118342,Phreatomagmatic eruption
358030,Huequi,12265,118344,Explosion
358030,Huequi,12265,118345,Tephra
358030,Huequi,12265,118346,Lava flow(s)
358030,Huequi,12265,118347,Cinder cone formation
358030,Huequi,12266,118348,Explosion
358030,Huequi,12266,118349,Phreatomagmatic eruption
358030,Huequi,12267,118350,Explosion
358030,Huequi,12267,118351,Phreatomagmatic eruption
358030,Huequi,12268,118352,Explosion
358030,Huequi,12268,118353,Phreatomagmatic eruption
358030,Huequi,12269,118354,Explosion
358030,Huequi,12269,118355,Phreatomagmatic eruption
358041,Chaiten,12270,118357,Explosion
358041,Chaiten,12270,118358,Lapilli
358041,Chaiten,12270,118359,Scoria
358041,Chaiten,12270,118360,Pyroclastic flow
358041,Chaiten,12270,118361,Caldera formation
358041,Chaiten,12270,118362,Pumice
358041,Chaiten,12271,118364,Explosion
358041,Chaiten,12271,118365,Ash
358041,Chaiten,12271,118366,Pyroclastic flow
358041,Chaiten,12271,118367,Lava dome formation
358041,Chaiten,12271,118368,Property damage
358041,Chaiten,12271,118369,Fatalities
358041,Chaiten,12271,118370,Lahar or mudflow
358054,Mentolat,12281,118371,Lava flow(s)
358056,Maca,12282,118372,Explosion
358056,Maca,12282,118373,Ash
358056,Maca,12282,118374,Pumice
358057,"Hudson, Cerro",12283,118375,Explosion
358057,"Hudson, Cerro",12283,118376,Tephra
358057,"Hudson, Cerro",12284,118377,Explosion
358057,"Hudson, Cerro",12284,118378,Ash
360120,Pelee,12285,118380,Explosion
360120,Pelee,12285,118381,Ash
360120,Pelee,12285,118382,Pyroclastic flow
360120,Pelee,12285,118383,Blocks
360120,Pelee,12286,118385,Explosion
360120,Pelee,12286,118386,Ash
360120,Pelee,12286,118387,Pyroclastic flow
360120,Pelee,12287,118389,Explosion
360120,Pelee,12287,118390,Ash
360120,Pelee,12287,118391,Pyroclastic flow
360120,Pelee,12287,118392,Blocks
358057,"Hudson, Cerro",12288,118394,Explosion
358057,"Hudson, Cerro",12288,118395,Ash
358057,"Hudson, Cerro",12288,118396,Lapilli
358057,"Hudson, Cerro",12288,118397,Pumice
358057,"Hudson, Cerro",12289,118398,Explosion
358057,"Hudson, Cerro",12289,118399,Tephra
358057,"Hudson, Cerro",12290,118400,Explosion
358057,"Hudson, Cerro",12290,118401,Tephra
358057,"Hudson, Cerro",12291,118403,Explosion
358057,"Hudson, Cerro",12291,118404,Pumice
358057,"Hudson, Cerro",12299,118405,Jokulhaup
358057,"Hudson, Cerro",12299,118406,Evacuations
358057,"Hudson, Cerro",12299,118407,Eruption cloud
358057,"Hudson, Cerro",12299,118408,Earthquakes (undefined)
358057,"Hudson, Cerro",12299,118409,Earthquakes (undefined)
358057,"Hudson, Cerro",12299,118410,Pumice
358059,Arenales,12300,118411,Explosion
358059,Arenales,12300,118412,Tephra
358050,Corcovado,12301,118413,Explosion
358050,Corcovado,12301,118414,Tephra
358050,Corcovado,12302,118415,Explosion
358050,Corcovado,12302,118416,Lapilli
358050,Corcovado,12302,118417,Pumice
358050,Corcovado,12303,118418,Tephra
358050,Corcovado,12304,118420,Explosion
358050,Corcovado,12305,118422,Explosion
358062,Aguilera,12307,118428,Explosion
358062,Aguilera,12307,118429,Tephra
358062,Aguilera,12308,118430,Explosion
358062,Aguilera,12308,118431,Tephra
358063,Reclus,12309,118433,Explosion
358063,Reclus,12309,118434,Tephra
358063,Reclus,12310,118436,Explosion
358063,Reclus,12310,118437,Ash
358070,"Burney, Monte",12327,118439,Ash
358070,"Burney, Monte",12328,118440,Explosion
358070,"Burney, Monte",12328,118441,Ash
358070,"Burney, Monte",12329,118442,Explosion
358070,"Burney, Monte",12329,118443,Earthquakes (undefined)
358080,Pali-Aike Volcanic Field,12330,118444,Explosion
358080,Pali-Aike Volcanic Field,12330,118445,Scoria
358080,Pali-Aike Volcanic Field,12330,118446,Lava flow(s)
358090,Fueguino,12332,118448,Explosion
358090,Fueguino,12332,118449,Tephra
358090,Fueguino,12332,118450,Ash
360010,Saba,12333,118452,Explosion
360010,Saba,12333,118453,Pyroclastic flow
360010,Saba,12333,118454,Lava dome formation
360010,Saba,12333,118455,Spine formation
360020,"Quill, The",12334,118457,Explosion
360020,"Quill, The",12334,118458,Pyroclastic flow
360020,"Quill, The",12335,118460,Explosion
360020,"Quill, The",12335,118461,Pyroclastic flow
360020,"Quill, The",12336,118463,Explosion
360020,"Quill, The",12336,118464,Pyroclastic flow
360030,Liamuiga,12337,118466,Explosion
360030,Liamuiga,12337,118467,Pyroclastic flow
360030,Liamuiga,12337,118468,Lahar or mudflow
360030,Liamuiga,12337,118469,Pumice
360030,Liamuiga,12338,118471,Explosion
360030,Liamuiga,12338,118472,Scoria
360050,Soufriere Hills,12346,118474,Ash
360050,Soufriere Hills,12346,118475,Pyroclastic flow
360050,Soufriere Hills,12346,118476,Phreatic activity
360050,Soufriere Hills,12346,118477,Lava dome formation
360050,Soufriere Hills,12346,118478,Spine formation
360050,Soufriere Hills,12346,118479,Property damage
360050,Soufriere Hills,12346,118480,Fatalities
360050,Soufriere Hills,12346,118481,Lahar or mudflow
360050,Soufriere Hills,12346,118482,Tsunami
360050,Soufriere Hills,12346,118483,Edifice destroyed
360050,Soufriere Hills,12346,118484,Evacuations
360050,Soufriere Hills,12346,118485,Debris avalanches
360050,Soufriere Hills,12346,118486,Volcanic tremor
360050,Soufriere Hills,12346,118487,Earthquakes (undefined)
360050,Soufriere Hills,12346,118488,Deformation (inflation)
360050,Soufriere Hills,12346,118489,Directed explosion
360050,Soufriere Hills,12347,118491,Explosion
360050,Soufriere Hills,12347,118492,Ash
360050,Soufriere Hills,12347,118493,Pyroclastic flow
360050,Soufriere Hills,12347,118494,Lahar or mudflow
360050,Soufriere Hills,12347,118495,Volcanic tremor
360050,Soufriere Hills,12347,118496,Volcanic tremor
360050,Soufriere Hills,12347,118497,Earthquakes (undefined)
360050,Soufriere Hills,12347,118498,Earthquakes (undefined)
360050,Soufriere Hills,12348,118500,Explosion
360050,Soufriere Hills,12348,118501,Ash
360050,Soufriere Hills,12348,118502,Pyroclastic flow
360050,Soufriere Hills,12348,118503,Lava dome formation
360050,Soufriere Hills,12348,118504,Spine formation
360050,Soufriere Hills,12348,118505,Property damage
360050,Soufriere Hills,12348,118506,Lahar or mudflow
360060,Soufriere Guadeloupe,12352,118507,Directed explosion
360060,Soufriere Guadeloupe,12353,118509,Explosion
360060,Soufriere Guadeloupe,12353,118510,Ash
360060,Soufriere Guadeloupe,12353,118511,Lahar or mudflow
360060,Soufriere Guadeloupe,12353,118512,Edifice destroyed
360060,Soufriere Guadeloupe,12353,118513,Debris avalanches
360060,Soufriere Guadeloupe,12353,118514,Directed explosion
360060,Soufriere Guadeloupe,12354,118516,Explosion
360060,Soufriere Guadeloupe,12354,118517,Pyroclastic flow
360060,Soufriere Guadeloupe,12354,118518,Phreatic activity
360060,Soufriere Guadeloupe,12354,118519,Lava dome formation
360060,Soufriere Guadeloupe,12354,118520,Lahar or mudflow
360060,Soufriere Guadeloupe,12354,118521,Edifice destroyed
360060,Soufriere Guadeloupe,12354,118522,Debris avalanches
360060,Soufriere Guadeloupe,12355,118524,Explosion
360060,Soufriere Guadeloupe,12355,118525,Ash
360060,Soufriere Guadeloupe,12355,118526,Lapilli
360060,Soufriere Guadeloupe,12355,118527,Scoria
360060,Soufriere Guadeloupe,12355,118528,Lava flow(s)
360060,Soufriere Guadeloupe,12356,118530,Explosion
360060,Soufriere Guadeloupe,12356,118531,Scoria
360060,Soufriere Guadeloupe,12356,118532,Phreatic activity
360060,Soufriere Guadeloupe,12356,118533,Lava flow(s)
360060,Soufriere Guadeloupe,12356,118534,Lahar or mudflow
360060,Soufriere Guadeloupe,12357,118536,Explosion
360060,Soufriere Guadeloupe,12357,118537,Pyroclastic flow
360060,Soufriere Guadeloupe,12358,118539,Explosion
360060,Soufriere Guadeloupe,12358,118540,Pyroclastic flow
360060,Soufriere Guadeloupe,12364,118541,Ash
360060,Soufriere Guadeloupe,12364,118542,Phreatic activity
360060,Soufriere Guadeloupe,12364,118543,Loud audible noises
360060,Soufriere Guadeloupe,12364,118544,Earthquakes (undefined)
360060,Soufriere Guadeloupe,12365,118547,Ash
360060,Soufriere Guadeloupe,12365,118548,Pyroclastic flow
360060,Soufriere Guadeloupe,12365,118549,Phreatic activity
360060,Soufriere Guadeloupe,12365,118550,Lahar or mudflow
360060,Soufriere Guadeloupe,12365,118551,Earthquakes (undefined)
360060,Soufriere Guadeloupe,12365,118552,Blocks
360060,Soufriere Guadeloupe,12366,118554,Phreatic activity
360060,Soufriere Guadeloupe,12367,118557,Ash
360060,Soufriere Guadeloupe,12367,118558,Pyroclastic flow
360060,Soufriere Guadeloupe,12367,118559,Phreatic activity
360060,Soufriere Guadeloupe,12367,118560,Lahar or mudflow
360060,Soufriere Guadeloupe,12367,118561,Seismicity (volcanic)
360060,Soufriere Guadeloupe,12367,118562,Seismicity (volcanic)
360060,Soufriere Guadeloupe,12367,118563,Seismicity (volcanic)
360060,Soufriere Guadeloupe,12367,118564,Earthquakes (undefined)
360060,Soufriere Guadeloupe,12367,118565,Blocks
360060,Soufriere Guadeloupe,12368,118568,Ash
360060,Soufriere Guadeloupe,12368,118569,Pyroclastic flow
360060,Soufriere Guadeloupe,12368,118570,Phreatic activity
360060,Soufriere Guadeloupe,12368,118571,Property damage
360060,Soufriere Guadeloupe,12368,118572,Lahar or mudflow
360060,Soufriere Guadeloupe,12368,118573,Evacuations
360060,Soufriere Guadeloupe,12368,118574,Volcanic tremor
360110,"Plat Pays, Morne",12378,118576,Explosion
360110,"Plat Pays, Morne",12378,118577,Pyroclastic flow
360110,"Plat Pays, Morne",12379,118579,Explosion
360110,"Plat Pays, Morne",12379,118580,Pyroclastic flow
360110,"Plat Pays, Morne",12379,118581,Lava dome formation
360110,"Plat Pays, Morne",12379,118582,Pumice
360110,"Plat Pays, Morne",12380,118584,Explosion
360110,"Plat Pays, Morne",12380,118585,Pyroclastic flow
360110,"Plat Pays, Morne",12380,118586,Lava dome formation
360120,Pelee,12381,118588,Explosion
360120,Pelee,12381,118589,Ash
360120,Pelee,12381,118590,Pyroclastic flow
360120,Pelee,12381,118591,Pumice
360120,Pelee,12382,118593,Lava dome formation
360120,Pelee,12383,118595,Explosion
360120,Pelee,12383,118596,Pyroclastic flow
360120,Pelee,12383,118597,Lava dome formation
360120,Pelee,12384,118599,Lava dome formation
360120,Pelee,12385,118601,Explosion
360120,Pelee,12385,118602,Ash
360120,Pelee,12385,118603,Pyroclastic flow
360120,Pelee,12385,118604,Pumice
360120,Pelee,12386,118606,Explosion
360120,Pelee,12386,118607,Pyroclastic flow
360120,Pelee,12386,118608,Lava dome formation
360120,Pelee,12394,118610,Explosion
360120,Pelee,12394,118611,Ash
360120,Pelee,12394,118612,Scoria
360120,Pelee,12394,118613,Pyroclastic flow
360120,Pelee,12394,118614,Pumice
360120,Pelee,12394,118615,Blocks
360120,Pelee,12395,118617,Explosion
360120,Pelee,12395,118618,Ash
360120,Pelee,12395,118619,Pyroclastic flow
360120,Pelee,12395,118620,Blocks
360120,Pelee,12396,118622,Explosion
360120,Pelee,12396,118623,Ash
360120,Pelee,12396,118624,Pyroclastic flow
360120,Pelee,12396,118625,Lava dome formation
360120,Pelee,12396,118626,Blocks
360120,Pelee,12397,118628,Explosion
360120,Pelee,12397,118629,Ash
360120,Pelee,12397,118630,Pyroclastic flow
360120,Pelee,12397,118631,Lava dome formation
360120,Pelee,12397,118632,Blocks
360120,Pelee,12398,118634,Explosion
360120,Pelee,12398,118635,Ash
360120,Pelee,12398,118636,Pyroclastic flow
360120,Pelee,12398,118637,Lava dome formation
360120,Pelee,12398,118638,Blocks
360120,Pelee,12399,118640,Explosion
360120,Pelee,12399,118641,Lapilli
360120,Pelee,12399,118642,Pyroclastic flow
360120,Pelee,12405,118643,Lava dome formation
360120,Pelee,12405,118644,Blocks
360120,Pelee,12406,118646,Explosion
360120,Pelee,12406,118647,Ash
360120,Pelee,12406,118648,Pyroclastic flow
360120,Pelee,12406,118649,Lava dome formation
360120,Pelee,12406,118650,Pumice
360120,Pelee,12406,118651,Blocks
360120,Pelee,12407,118653,Explosion
360120,Pelee,12407,118654,Ash
360120,Pelee,12407,118655,Pyroclastic flow
360120,Pelee,12407,118656,Lava dome formation
360120,Pelee,12407,118657,Blocks
360120,Pelee,12408,118659,Explosion
360120,Pelee,12408,118660,Ash
360120,Pelee,12408,118661,Pyroclastic flow
360120,Pelee,12409,118663,Explosion
360120,Pelee,12409,118664,Ash
360120,Pelee,12409,118665,Pyroclastic flow
360120,Pelee,12409,118666,Lava dome formation
360120,Pelee,12409,118667,Blocks
360120,Pelee,12410,118669,Explosion
360120,Pelee,12410,118670,Ash
360120,Pelee,12410,118671,Pyroclastic flow
360120,Pelee,12411,118673,Explosion
360120,Pelee,12411,118674,Ash
360120,Pelee,12411,118675,Pyroclastic flow
360120,Pelee,12411,118676,Pumice
360120,Pelee,12419,118678,Explosion
360120,Pelee,12419,118679,Ash
360120,Pelee,12419,118680,Pyroclastic flow
360120,Pelee,12419,118681,Blocks
360120,Pelee,12420,118683,Explosion
360120,Pelee,12420,118684,Ash
360120,Pelee,12420,118685,Pyroclastic flow
360120,Pelee,12420,118686,Lava dome formation
360120,Pelee,12420,118687,Blocks
360120,Pelee,12421,118689,Explosion
360120,Pelee,12421,118690,Ash
360120,Pelee,12421,118691,Pyroclastic flow
360120,Pelee,12421,118692,Blocks
360120,Pelee,12422,118694,Explosion
360120,Pelee,12422,118695,Ash
360120,Pelee,12422,118696,Pyroclastic flow
360120,Pelee,12422,118697,Blocks
360120,Pelee,12423,118699,Explosion
360120,Pelee,12423,118700,Lapilli
360120,Pelee,12423,118701,Pyroclastic flow
360120,Pelee,12423,118702,Pumice
360120,Pelee,12423,118703,Blocks
360120,Pelee,12424,118705,Explosion
360120,Pelee,12424,118706,Ash
360120,Pelee,12424,118707,Pyroclastic flow
360120,Pelee,12424,118708,Pumice
360120,Pelee,12425,118710,Explosion
360120,Pelee,12430,118711,Earthquakes (undefined)
360120,Pelee,12430,118712,Earthquakes (undefined)
360120,Pelee,12430,118713,Blocks
360120,Pelee,12430,118714,Directed explosion
360120,Pelee,12431,118716,Explosion
360120,Pelee,12431,118717,Ash
360120,Pelee,12431,118718,Bombs
360120,Pelee,12431,118719,Pyroclastic flow
360120,Pelee,12431,118720,Lava dome formation
360120,Pelee,12431,118721,Spine formation
360120,Pelee,12431,118722,Property damage
360120,Pelee,12431,118723,Lahar or mudflow
360120,Pelee,12431,118724,Earthquakes (undefined)
360120,Pelee,12431,118725,Earthquakes (undefined)
360120,Pelee,12431,118726,Earthquakes (undefined)
360120,Pelee,12431,118727,Blocks
360120,Pelee,12431,118728,Fauna kill
360120,Pelee,12431,118729,Directed explosion
360140,Qualibou,12433,118732,Scoria
360140,Qualibou,12433,118733,Phreatic activity
360150,Soufriere St. Vincent,12434,118735,Explosion
360150,Soufriere St. Vincent,12434,118736,Ash
360150,Soufriere St. Vincent,12434,118737,Scoria
360150,Soufriere St. Vincent,12434,118738,Pyroclastic flow
360150,Soufriere St. Vincent,12434,118739,Lava flow(s)
360150,Soufriere St. Vincent,12434,118740,Lahar or mudflow
360150,Soufriere St. Vincent,12435,118742,Explosion
360150,Soufriere St. Vincent,12435,118743,Ash
360150,Soufriere St. Vincent,12435,118744,Scoria
360150,Soufriere St. Vincent,12442,118745,Scoria
360150,Soufriere St. Vincent,12442,118746,Pyroclastic flow
360150,Soufriere St. Vincent,12443,118748,Explosion
360150,Soufriere St. Vincent,12443,118749,Ash
360150,Soufriere St. Vincent,12443,118750,Scoria
360150,Soufriere St. Vincent,12443,118751,Pyroclastic flow
360150,Soufriere St. Vincent,12444,118753,Explosion
360150,Soufriere St. Vincent,12444,118754,Ash
360150,Soufriere St. Vincent,12444,118755,Scoria
360150,Soufriere St. Vincent,12444,118756,Pyroclastic flow
360150,Soufriere St. Vincent,12445,118758,Explosion
360150,Soufriere St. Vincent,12445,118759,Ash
360150,Soufriere St. Vincent,12445,118760,Scoria
360150,Soufriere St. Vincent,12445,118761,Pyroclastic flow
360150,Soufriere St. Vincent,12446,118763,Explosion
360150,Soufriere St. Vincent,12446,118764,Ash
360150,Soufriere St. Vincent,12446,118765,Scoria
360150,Soufriere St. Vincent,12446,118766,Pyroclastic flow
360150,Soufriere St. Vincent,12447,118768,Explosion
360150,Soufriere St. Vincent,12447,118769,Ash
360150,Soufriere St. Vincent,12447,118770,Scoria
360150,Soufriere St. Vincent,12447,118771,Pyroclastic flow
360150,Soufriere St. Vincent,12448,118773,Explosion
360150,Soufriere St. Vincent,12448,118774,Ash
360150,Soufriere St. Vincent,12448,118775,Pyroclastic flow
360150,Soufriere St. Vincent,12448,118776,Loud audible noises
360150,Soufriere St. Vincent,12448,118777,Earthquakes (undefined)
360150,Soufriere St. Vincent,12448,118778,Lightning
360150,Soufriere St. Vincent,12453,118779,Tsunami
360150,Soufriere St. Vincent,12453,118780,Evacuations
360150,Soufriere St. Vincent,12453,118781,Eruption cloud
360150,Soufriere St. Vincent,12453,118782,Loud audible noises
360150,Soufriere St. Vincent,12453,118783,Seismicity (volcanic)
360150,Soufriere St. Vincent,12453,118784,Lightning
360150,Soufriere St. Vincent,12454,118787,Lava flow(s)
360150,Soufriere St. Vincent,12454,118788,Lava dome formation
360150,Soufriere St. Vincent,12454,118789,Volcanic tremor
360150,Soufriere St. Vincent,12455,118792,Explosion
360150,Soufriere St. Vincent,12455,118793,Ash
360150,Soufriere St. Vincent,12455,118794,Pyroclastic flow
360150,Soufriere St. Vincent,12455,118795,Phreatic activity
360150,Soufriere St. Vincent,12455,118796,Lava dome formation
360150,Soufriere St. Vincent,12455,118797,Property damage
360150,Soufriere St. Vincent,12455,118798,Fatalities
360150,Soufriere St. Vincent,12455,118799,Lahar or mudflow
360150,Soufriere St. Vincent,12455,118800,Evacuations
360150,Soufriere St. Vincent,12455,118801,Eruption cloud
360150,Soufriere St. Vincent,12455,118802,Volcanic tremor
360150,Soufriere St. Vincent,12455,118803,Volcanic tremor
360150,Soufriere St. Vincent,12455,118804,Blocks
360160,Kick 'em Jenny,12456,118806,Lava flow(s)
360160,Kick 'em Jenny,12457,118808,Explosion
360160,Kick 'em Jenny,12457,118809,Tsunami
360160,Kick 'em Jenny,12457,118810,Earthquakes (undefined)
360160,Kick 'em Jenny,12468,118814,Earthquakes (undefined)
370010,Snaefellsjokull,12469,118815,Explosion
370010,Snaefellsjokull,12469,118816,Tephra
370010,Snaefellsjokull,12470,118818,Explosion
